12,IND,3.5,DEN*,9
27,NYG,8,GB*,22
30,LAC*,-3,CLE,28
15,ATL,8,TB*,21
13,HOU,7,JAX*,6
17,MIA*,-3,NYJ,40
21,TEN*,-2.5,WAS,17
22,CHI,7,MIN*,29
3,PIT,14,BUF*,38
0,DET,3,NE*,29
32,SEA,5.5,NO*,39
37,SF*,-6.5,CAR,15
20,PHI,-5,ARI,17
22,DAL,5.5,LAR*,10
17,CIN,3,BAL*,19
29,LV,7,KC*,30
