10,SF *,-6.5,CHI,19
23,PIT,6.5,CIN *,20
7,NE,3.5,MIA *,20
27,NO *,-5,ATL,26
24,BAL *,-7,NYJ,9
38,PHI *,-5,DET,35
26,CLE,0,CAR,24
22,JAX,3,WAS *,28
20,IND *,-7,HOU,20
44,KC *,-6,ARI,21
19,LV,3.5,LAC *,24
21,NYG,5.5,TEN,20
7,GB,1.5,MIN *,23
19,TB *,-2,DAL,3
16,DEN *,-6,SEA,17
