15,MIA,3.5,CIN*,27
28,MIN*,-2.5,NO,25
21,JAX,6.5,PHI*,29
12,CHI,3.5,NYG*,20
48,SEA,5,DET*,45
23,BUF*,-3.5,BAL,20
34,LAC*,-5,HOU,24
20,CLE*,-1.5,ATL,23
24,TEN,3,IND*,17
24,NYJ,3.5,PIT*,20
10,WAS,3,DAL*,25
26,ARI,1.5,CAR*,16
24,NE,9.5,GB*,27
23,DEN,2,LV*,32
41,KC*,-2.5,TB,31
9,LAR,2,SF*,24
