34,NO,1.5,ARI,42
6,DET,7,DAL,24
23,NYG,3,JAX,17
3,TB,-10.5,CAR,21
21,GB,-5.5,WAS,23
17,ATL,6,CIN,35
20,CLE,6.5,BAL,23
10,IND,3,TEN,19
16,NYJ,1,DEN,9
20,HOU,7,LV,38
37,SEA,6,LAC,23
44,KC,-3,SF,23
10,PIT,7,MIA,16
33,CHI,7.5,NE,14
