12,WAS,0,CHI,7
38,NE,3,CLE*,15
27,JAX,2,IND*,34
24,MIN*,-3,MIA,16
27,NYJ,7,GB*,10
30,CIN*,-1.5,NO,26
18,TB,-8,PIT,20
20,BAL*,-5,NYG,24
14,SF*,-5.5,ATL,28
9,ARI*,-3,SEA,19
10,CAR,11,LAR*,24
24,BUF*,-2.5,KC,20
17,DAL,5,PHI*,26
16,DEN,5.5,LAC*,19
